x,y
-10.0,101.38865276229859
-9.97997997997998,104.74550517929015
-9.95995995995996,100.20044567595323
-9.93993993993994,94.8201257117039
-9.91991991991992,97.68235083179529
-9.8998998998999,98.25299987878697
-9.87987987987988,97.7867412913758
-9.85985985985986,95.75521020485819
-9.83983983983984,97.3130315589732
-9.81981981981982,93.94385961988738
-9.7997997997998,94.14625867078607
-9.77977977977978,96.93568782419686
-9.75975975975976,93.22158410646624
-9.73973973973974,95.93895340885005
-9.71971971971972,91.73402388059628
-9.6996996996997,97.61382603193792
-9.67967967967968,92.14765885639561
-9.65965965965966,92.8616915968493
-9.63963963963964,93.58387890429266
-9.61961961961962,91.40638172116853
-9.5995995995996,92.4391243947754
-9.57957957957958,92.91905837053834
-9.55955955955956,93.30640543777353
-9.53953953953954,92.58580949838417
-9.51951951951952,90.2776309549078
-9.4994994994995,89.94722719290404
-9.47947947947948,94.5587483179226
-9.45945945945946,91.38115140165563
-9.43943943943944,87.25936961820433
-9.41941941941942,88.92543852646678
-9.3993993993994,87.6784227918734
-9.37937937937938,87.7020890744809
-9.35935935935936,85.13861730221147
-9.33933933933934,86.39941282655947
-9.31931931931932,90.47282412182614
-9.2992992992993,87.63512005969946
-9.27927927927928,81.12270112655887
-9.25925925925926,88.16732901517423
-9.23923923923924,87.54280076571641
-9.21921921921922,84.2754324034082
-9.1991991991992,86.05979299411364
-9.17917917917918,82.53853198184216
-9.15915915915916,82.9496850702764
-9.13913913913914,86.5209569258846
-9.11911911911912,82.61487342894445
-9.0990990990991,79.05414109131605
-9.07907907907908,82.30307047860876
-9.05905905905906,81.9093742496913
-9.03903903903904,84.10096388801871
-9.01901901901902,81.37137690977832
-8.998998998999,80.13881836110441
-8.97897897897898,82.71217579540881
-8.95895895895896,80.50452609331322
-8.93893893893894,78.40458399094737
-8.91891891891892,81.85710980333306
-8.8988988988989,79.57772514185764
-8.87887887887888,78.84034207916034
-8.85885885885886,78.8351970640054
-8.83883883883884,75.98373527613273
-8.81881881881882,76.71625780679628
-8.7987987987988,77.42602550540876
-8.77877877877878,76.67762945668727
-8.75875875875876,79.26071175976647
-8.73873873873874,76.80036644938714
-8.71871871871872,77.72586394140899
-8.6986986986987,75.68614975989415
-8.67867867867868,77.43204057524414
-8.65865865865866,75.76742528031087
-8.63863863863864,74.65291849975736
-8.618618618618619,74.25402071528147
-8.598598598598599,72.02702060723986
-8.578578578578579,74.6058418691199
-8.558558558558559,73.1685151312032
-8.538538538538539,71.90265645374544
-8.518518518518519,74.7780812919671
-8.498498498498499,69.72404467719164
-8.478478478478479,71.03960551915787
-8.458458458458459,73.60095699102652
-8.438438438438439,71.83828916115587
-8.418418418418419,70.77405081226097
-8.398398398398399,71.03510274452108
-8.378378378378379,70.556052593376
-8.358358358358359,66.8288293541672
-8.338338338338339,68.82936247390704
-8.318318318318319,72.4274629538976
-8.298298298298299,67.5431063779861
-8.278278278278279,67.89328922440531
-8.258258258258259,67.11558793347236
-8.238238238238239,67.6945388233344
-8.218218218218219,66.37286501960524
-8.198198198198199,68.18393670125631
-8.178178178178179,67.27722513861028
-8.158158158158159,68.10263976373656
-8.138138138138139,64.12741002304057
-8.118118118118119,65.22316081395186
-8.098098098098099,65.12774754319577
-8.078078078078079,66.16663925570282
-8.058058058058059,63.34585727262034
-8.038038038038039,66.44136310946308
-8.018018018018019,66.66144411829683
-7.997997997997998,61.99022728070881
-7.977977977977978,62.66638682731445
-7.957957957957958,62.265231844042205
-7.937937937937938,68.27563111590939
-7.917917917917918,61.83362394446984
-7.897897897897898,65.73204208993229
-7.877877877877878,59.527695868544434
-7.857857857857858,59.76662818196976
-7.837837837837838,60.058492908546114
-7.817817817817818,59.4268968096967
-7.797797797797798,60.26985302702318
-7.777777777777778,59.07627075505083
-7.757757757757758,58.54412224258152
-7.737737737737738,62.189529290957374
-7.717717717717718,62.01075401540031
-7.697697697697698,61.15314284189106
-7.677677677677678,59.99473243347875
-7.657657657657658,58.82520693344207
-7.637637637637638,57.33944730252721
-7.617617617617618,56.12178315872812
-7.597597597597598,58.44948066188616
-7.5775775775775776,55.07242115911287
-7.5575575575575575,55.12883437744457
-7.5375375375375375,59.12029864219706
-7.5175175175175175,60.314367709626914
-7.4974974974974975,56.999059001314194
-7.4774774774774775,58.12558373077223
-7.4574574574574575,55.12197509489988
-7.4374374374374375,52.640127263620585
-7.4174174174174174,56.242424381444444
-7.397397397397397,55.860066901561915
-7.377377377377377,54.569034076
-7.357357357357357,53.645956367650214
-7.337337337337337,55.760940359046764
-7.317317317317317,51.57166665545695
-7.297297297297297,51.702986687361125
-7.277277277277277,50.94255155685533
-7.257257257257257,52.837728823284785
-7.237237237237237,50.20181680383476
-7.217217217217217,50.71973999946614
-7.197197197197197,50.3881363708888
-7.177177177177177,50.99065556792504
-7.157157157157157,48.25014967943797
-7.137137137137137,51.113136498376626
-7.117117117117117,53.14796336009082
-7.097097097097097,50.639769950257566
-7.077077077077077,53.16766224449247
-7.057057057057057,52.47005067831267
-7.037037037037037,51.07536035512671
-7.017017017017017,49.38789950238017
-6.996996996996997,49.002967752475875
-6.976976976976977,50.205807281993316
-6.956956956956957,47.61590888194374
-6.936936936936937,44.35605256410509
-6.916916916916917,48.82774774373735
-6.896896896896897,45.305049546556106
-6.876876876876877,45.3671531233431
-6.856856856856857,47.016933851416475
-6.836836836836837,46.55208817842219
-6.816816816816817,43.644840301405296
-6.796796796796797,46.52742982521348
-6.776776776776776,47.85698280398313
-6.756756756756756,43.39707872944651
-6.736736736736736,47.928588521795845
-6.716716716716716,41.993941802361896
-6.696696696696696,49.08039493629035
-6.676676676676676,43.75549058391134
-6.656656656656656,44.60231183826515
-6.636636636636636,40.2608787017763
-6.616616616616616,43.6553433183485
-6.596596596596596,43.972051013666174
-6.576576576576576,43.07903525937669
-6.556556556556556,41.86227172522002
-6.536536536536536,40.83318085642142
-6.516516516516516,44.72604074910717
-6.496496496496496,42.26608099898715
-6.476476476476476,45.02625230338669
-6.456456456456456,40.63286526452841
-6.436436436436436,40.55812461354213
-6.416416416416416,42.801588118050404
-6.396396396396396,37.66793693582567
-6.376376376376376,38.23124897290488
-6.356356356356356,42.598236071698174
-6.336336336336336,37.805290308729795
-6.316316316316316,36.257749777158615
-6.296296296296296,43.38040142690063
-6.276276276276276,36.604008600399986
-6.256256256256256,39.50898114060188
-6.236236236236236,39.02881277959443
-6.216216216216216,33.02008741351328
-6.196196196196196,37.85821325542059
-6.176176176176176,39.041978658124386
-6.156156156156156,38.60687738201705
-6.136136136136136,39.45920804880271
-6.116116116116116,36.631893716004406
-6.096096096096096,38.58739649702238
-6.076076076076076,35.5400423461039
-6.056056056056056,33.854880121267676
-6.036036036036036,33.838274276963155
-6.016016016016016,33.268227794570386
-5.995995995995996,37.9711399197824
-5.975975975975976,32.6831418473249
-5.955955955955956,36.021489030585826
-5.935935935935936,34.703487047390766
-5.915915915915916,34.79276397728598
-5.895895895895896,37.488803005641465
-5.875875875875876,33.64906257426954
-5.8558558558558556,35.51425092766068
-5.8358358358358355,34.13210660558797
-5.8158158158158155,33.519675792227986
-5.7957957957957955,38.19118715533716
-5.7757757757757755,30.476902320607522
-5.7557557557557555,35.706987990790395
-5.7357357357357355,34.211477561175904
-5.7157157157157155,31.710356153616047
-5.6956956956956954,35.6995864928497
-5.675675675675675,28.517074150679463
-5.655655655655655,30.94290758075166
-5.635635635635635,29.34342460910812
-5.615615615615615,32.359305672088865
-5.595595595595595,29.08456186707447
-5.575575575575575,31.953170892437548
-5.555555555555555,30.49132469922109
-5.535535535535535,29.683445779864517
-5.515515515515515,31.198205893959
-5.495495495495495,29.663227493135153
-5.475475475475475,27.803561996415304
-5.455455455455455,35.364740205728644
-5.435435435435435,28.56962400672891
-5.415415415415415,24.891505961214886
-5.395395395395395,27.426094093211056
