x,y
-10.0,-25.0
-9.97997997997998,-24.93993993993994
-9.95995995995996,-24.87987987987988
-9.93993993993994,-24.81981981981982
-9.91991991991992,-24.75975975975976
-9.8998998998999,-24.6996996996997
-9.87987987987988,-24.63963963963964
-9.85985985985986,-24.57957957957958
-9.83983983983984,-24.51951951951952
-9.81981981981982,-24.45945945945946
-9.7997997997998,-24.3993993993994
-9.77977977977978,-24.33933933933934
-9.75975975975976,-24.27927927927928
-9.73973973973974,-24.21921921921922
-9.71971971971972,-24.15915915915916
-9.6996996996997,-24.0990990990991
-9.67967967967968,-24.03903903903904
-9.65965965965966,-23.97897897897898
-9.63963963963964,-23.91891891891892
-9.61961961961962,-23.85885885885886
-9.5995995995996,-23.7987987987988
-9.57957957957958,-23.73873873873874
-9.55955955955956,-23.67867867867868
-9.53953953953954,-23.61861861861862
-9.51951951951952,-23.55855855855856
-9.4994994994995,-23.4984984984985
-9.47947947947948,-23.43843843843844
-9.45945945945946,-23.37837837837838
-9.43943943943944,-23.31831831831832
-9.41941941941942,-23.25825825825826
-9.3993993993994,-23.1981981981982
-9.37937937937938,-23.13813813813814
-9.35935935935936,-23.07807807807808
-9.33933933933934,-23.01801801801802
-9.31931931931932,-22.95795795795796
-9.2992992992993,-22.8978978978979
-9.27927927927928,-22.83783783783784
-9.25925925925926,-22.77777777777778
-9.23923923923924,-22.71771771771772
-9.21921921921922,-22.65765765765766
-9.1991991991992,-22.5975975975976
-9.17917917917918,-22.53753753753754
-9.15915915915916,-22.47747747747748
-9.13913913913914,-22.41741741741742
-9.11911911911912,-22.35735735735736
-9.0990990990991,-22.2972972972973
-9.07907907907908,-22.237237237237238
-9.05905905905906,-22.177177177177178
-9.03903903903904,-22.117117117117118
-9.01901901901902,-22.057057057057058
-8.998998998999,-21.996996996996998
-8.97897897897898,-21.936936936936938
-8.95895895895896,-21.876876876876878
-8.93893893893894,-21.816816816816818
-8.91891891891892,-21.756756756756758
-8.8988988988989,-21.696696696696698
-8.87887887887888,-21.636636636636638
-8.85885885885886,-21.576576576576578
-8.83883883883884,-21.516516516516518
-8.81881881881882,-21.456456456456458
-8.7987987987988,-21.396396396396398
-8.77877877877878,-21.336336336336338
-8.75875875875876,-21.276276276276278
-8.73873873873874,-21.216216216216218
-8.71871871871872,-21.156156156156158
-8.6986986986987,-21.096096096096097
